year,std_name,user_id,user_centroid_lat,user_centroid_lon,user_area,user_cropland,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi
1986,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1987,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1988,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1989,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1990,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1991,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1992,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1993,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1994,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1995,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1996,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1997,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1998,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1999,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2000,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2001,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2002,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2003,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2004,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2005,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2006,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2007,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2008,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2009,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2010,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2011,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2012,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2013,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2014,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2015,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2016,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2017,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2018,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2019,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2020,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2021,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2022,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2023,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2024,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,130,0,130,130,0,130,130,0,130,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
2025,AGATE BAY W.C.,6300,39.2347976181,-120.073883601,1.37151320889,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,39.236034,-120.06721,1964,1964,1964,1964,,
1981,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1982,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1983,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1984,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1985,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1986,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1987,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1988,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1989,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1990,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1991,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1992,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1993,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1994,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1995,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1996,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1997,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1998,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
1999,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2000,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2001,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2002,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2003,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2004,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2005,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2006,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2007,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2008,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2009,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2010,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2011,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2012,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2013,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,3,0
2014,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2015,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2016,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2017,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2018,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2019,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2020,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2021,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2022,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
2023,"AHMANN, JOHN E. & JUDY A.",3523,38.6752253954,-122.238439174,1.47833268678,0,10.5,10.5,0,10.5,10.5,0,10.5,10.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,
