year,std_name,user_id,huc8,vol_deliv_cy,vol_deliv_wy,vol_maximum,swp_deliveries,swp_maxvol,swp_basemax,cvp_deliveries_cy,cvp_deliveries_wy,cvp_maxvol,loco_maxvol,loco_deliveries,rights_avgdivert,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol_ag,swp_maxvol_mi,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi,user_centroid_lon,user_centroid_lat,user_area,huc8_area,huc8_pctcrop
1981,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1982,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1983,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1984,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1985,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1986,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1987,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1988,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1989,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1990,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1991,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1992,AGATE BAY W.C.,6300,16050101,,,,0,0,0,,,,0,0,130,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1993,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1994,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1995,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1996,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1997,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1998,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1999,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2000,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2001,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2002,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2003,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2004,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2005,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2006,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2007,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2008,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2009,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2010,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2011,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2012,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2013,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2014,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2015,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2016,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2017,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2018,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2019,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2020,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2021,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2022,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2023,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2024,AGATE BAY W.C.,6300,16050101,130,130,130,0,0,0,0,0,0,0,0,130,,130,,130,,130,1,,1,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
2025,AGATE BAY W.C.,6300,16050101,,,,,,,0,0,0,0,0,130,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,,0,,0,,130,39.236034,-120.06721,1964,1964,1964,1964,,,-120.073883601,39.2347976181,1.37151320889,1259.92433042,.0000103148499999
1981,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1982,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1983,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1984,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1985,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1986,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1987,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1988,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1989,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1990,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1991,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1992,"AHMANN, JOHN E. & JUDY A.",3523,18020162,,,,0,0,0,,,,0,0,0,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1993,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1994,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1995,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1996,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1997,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1998,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
1999,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2000,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2001,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2002,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2003,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2004,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2005,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2006,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2007,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2008,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2009,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2010,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2011,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2012,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2013,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,3,0,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2014,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2015,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2016,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2017,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2018,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
2019,"AHMANN, JOHN E. & JUDY A.",3523,18020162,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1,1,,,0,,0,,0,0,0,,0,,0,,0,0,0,0,,0,,0,,0,38.655251,-122.24061,1984,1987,1984.8572,1984,,,-122.238439174,38.6752253954,1.47833268678,1693.25564731,.03827406589
